Date,Open,High,Low,Close,Adj Close,Volume
2019-05-09,300.000000,301.299988,296.350006,299.799988,295.461609,684474
2019-05-10,299.799988,300.549988,296.950012,297.700012,293.392029,459081
2019-05-13,296.000000,303.500000,288.000000,289.850006,285.655609,1253454
2019-05-14,291.200012,297.700012,289.000000,294.000000,289.745544,796423
2019-05-15,297.700012,299.250000,292.899994,297.100006,292.800690,632706
2019-05-16,299.000000,299.000000,293.250000,294.700012,290.435425,403360
2019-05-17,296.149994,302.250000,295.000000,301.399994,297.038452,551304
2019-05-20,305.000000,307.549988,302.250000,307.000000,302.557434,434663
2019-05-21,307.000000,309.850006,304.850006,305.299988,300.882019,682014
2019-05-22,302.950012,302.950012,296.799988,299.549988,295.215210,665433
2019-05-23,304.899994,305.549988,287.100006,288.500000,284.325134,1376811
2019-05-24,292.000000,292.000000,287.500000,290.149994,285.951263,682128
2019-05-27,292.000000,293.549988,289.250000,290.399994,286.197632,621108
2019-05-28,291.250000,291.700012,288.200012,289.000000,284.817902,437569
2019-05-29,289.950012,291.500000,287.950012,288.350006,284.177307,365088
2019-05-30,289.549988,290.899994,288.200012,289.100006,284.916473,245478
2019-05-31,289.000000,291.450012,277.899994,278.649994,274.617676,1062006
2019-06-03,281.000000,281.649994,275.450012,278.549988,274.519104,738020
2019-06-04,279.700012,282.149994,278.899994,279.649994,275.603210,492711
2019-06-06,281.000000,281.000000,275.500000,276.100006,272.104584,407457
2019-06-07,276.149994,276.899994,274.500000,275.899994,271.907471,404021
2019-06-10,278.000000,280.500000,277.100006,279.600006,275.553925,1670972
2019-06-11,280.299988,281.500000,279.399994,280.000000,275.948151,274213
2019-06-12,281.899994,281.899994,278.250000,280.000000,275.948151,322202
2019-06-13,279.899994,281.250000,278.549988,279.850006,275.800323,551687
2019-06-14,280.700012,280.700012,277.250000,277.950012,273.927826,556112
2019-06-17,279.000000,279.000000,274.450012,275.299988,271.316132,936447
2019-06-18,276.500000,277.799988,274.000000,275.600006,271.611816,1090704
2019-06-19,276.000000,278.899994,275.500000,277.350006,273.336487,595835
2019-06-20,278.350006,278.350006,275.350006,277.149994,273.139374,515190
2019-06-21,277.899994,277.899994,273.350006,274.250000,270.281342,940742
2019-06-24,274.000000,277.200012,274.000000,276.299988,272.301666,430833
2019-06-25,275.700012,279.950012,274.450012,278.250000,274.223450,662361
2019-06-26,278.500000,278.649994,276.549988,277.350006,273.336487,475462
2019-06-27,278.000000,278.149994,272.950012,273.549988,269.591461,516338
2019-06-28,274.200012,275.399994,272.649994,273.950012,269.985687,515331
2019-07-01,274.899994,276.350006,274.100006,274.850006,270.872681,476766
2019-07-02,275.149994,275.899994,273.299988,273.750000,269.788574,701564
2019-07-03,275.000000,277.500000,272.250000,276.700012,272.695892,561326
2019-07-04,278.600006,278.600006,275.350006,277.700012,273.681427,629302
2019-07-05,277.000000,281.850006,268.100006,279.450012,275.406097,1975803
2019-07-08,281.649994,282.950012,275.899994,277.299988,273.287201,700919
2019-07-09,278.500000,278.500000,272.450012,273.049988,269.098694,620321
2019-07-10,274.799988,275.149994,270.899994,273.350006,269.394379,513652
2019-07-11,273.700012,276.899994,273.700012,275.700012,271.710388,518641
2019-07-12,277.500000,277.500000,273.200012,274.950012,270.971222,381208
2019-07-15,275.100006,275.600006,270.500000,270.899994,266.979828,1277244
2019-07-16,271.049988,272.750000,270.649994,271.899994,267.965332,291392
2019-07-17,272.000000,273.200012,270.700012,272.799988,268.852325,209776
2019-07-18,273.500000,274.899994,272.299988,272.950012,269.000183,210706
2019-07-19,273.500000,274.149994,268.049988,268.399994,264.515991,547126
2019-07-22,268.399994,268.399994,264.049988,264.399994,260.573883,305428
2019-07-23,266.000000,271.799988,264.899994,270.700012,266.782715,388580
2019-07-24,270.700012,273.250000,268.000000,270.850006,266.930542,275031
2019-07-25,271.000000,272.500000,267.049988,268.000000,264.121796,708067
2019-07-26,269.799988,270.899994,267.000000,270.299988,266.388489,195927
2019-07-29,269.549988,271.000000,266.500000,267.700012,263.826141,205536
2019-07-30,268.549988,269.899994,266.500000,269.000000,265.107330,862765
2019-07-31,268.000000,270.950012,266.049988,270.049988,266.142120,1884945
2019-08-01,270.549988,270.950012,266.600006,267.600006,263.727570,200393
2019-08-02,268.000000,268.000000,263.200012,264.600006,260.770996,480524
2019-08-05,265.399994,265.399994,257.600006,259.549988,255.794052,474444
2019-08-06,259.500000,261.500000,258.100006,258.899994,255.153473,453465
2019-08-07,258.850006,259.450012,253.050003,253.750000,250.078003,513510
2019-08-08,254.250000,258.700012,252.949997,257.750000,254.020111,514209
2019-08-09,259.000000,259.000000,253.600006,254.250000,250.570770,519113
2019-08-13,254.399994,254.399994,244.199997,246.100006,242.538712,629841
2019-08-14,245.600006,253.550003,244.199997,248.850006,245.248917,394762
2019-08-16,248.850006,253.399994,247.399994,252.899994,249.240295,265391
2019-08-19,253.300003,257.450012,251.000000,251.600006,247.959122,1086902
2019-08-20,252.000000,252.149994,245.550003,246.550003,242.982193,478390
2019-08-21,248.699997,248.699997,240.850006,241.600006,238.103821,510563
2019-08-22,242.000000,246.000000,238.949997,240.100006,236.625534,397084
2019-08-23,239.449997,241.149994,234.699997,236.000000,232.584854,626466
2019-08-26,244.000000,244.000000,234.949997,242.550003,239.040085,331394
2019-08-27,244.500000,246.350006,242.699997,245.550003,241.996658,700595
2019-08-28,247.000000,247.550003,243.100006,245.800003,242.243042,221052
2019-08-29,244.500000,245.449997,240.350006,241.399994,237.906708,199982
2019-08-30,241.699997,247.050003,239.149994,245.550003,241.996658,564928
2019-09-03,244.850006,244.850006,240.649994,241.500000,238.005264,281528
2019-09-04,242.000000,244.500000,241.250000,243.149994,239.631393,177012
2019-09-05,242.300003,246.850006,242.149994,244.350006,240.814026,326352
2019-09-06,245.800003,245.800003,243.300003,243.949997,240.419815,211351
2019-09-09,244.250000,246.550003,243.250000,245.500000,241.947388,380356
2019-09-11,245.500000,245.550003,243.000000,243.649994,240.124146,1308045
2019-09-12,244.949997,244.949997,240.050003,240.800003,237.315399,493004
2019-09-13,242.000000,242.350006,238.600006,239.949997,236.477692,396393
2019-09-16,240.699997,241.050003,238.300003,239.350006,235.886383,232996
2019-09-17,239.899994,240.050003,236.850006,237.149994,233.718216,609621
2019-09-18,238.000000,242.300003,234.100006,239.600006,236.132767,1144459
2019-09-19,240.399994,240.399994,236.149994,236.750000,233.324005,223546
2019-09-20,237.000000,248.399994,234.399994,238.149994,234.703735,1799183
2019-09-23,249.100006,260.299988,249.100006,254.699997,251.014252,2784432
2019-09-24,255.399994,258.000000,253.899994,256.000000,252.295441,759597
2019-09-25,255.800003,256.200012,242.750000,248.800003,245.199631,742458
2019-09-26,247.850006,251.300003,246.000000,250.350006,246.727203,775671
2019-09-27,250.600006,258.100006,250.100006,252.899994,249.240295,958882
2019-09-30,255.399994,260.750000,249.500000,259.700012,255.941910,821293
2019-10-01,259.700012,262.450012,254.949997,255.899994,252.196884,701886
2019-10-03,257.000000,262.100006,256.200012,261.600006,257.814423,330184
2019-10-04,263.100006,264.000000,255.100006,257.250000,253.527359,529529
2019-10-07,257.500000,258.200012,250.800003,251.649994,248.008377,332668
2019-10-09,252.850006,252.850006,246.500000,247.100006,243.524231,358764
2019-10-10,247.149994,247.350006,242.550003,242.949997,239.434280,423542
2019-10-11,243.000000,246.199997,241.250000,244.100006,240.567657,320849
2019-10-14,247.000000,247.000000,243.100006,244.199997,240.666199,321307
2019-10-15,247.399994,249.199997,245.100006,247.500000,243.918442,364184
2019-10-16,247.000000,247.500000,242.199997,243.699997,240.173431,433631
2019-10-17,243.000000,246.600006,243.000000,245.850006,242.292328,523008
2019-10-18,246.500000,247.750000,245.000000,246.500000,242.932907,398307
2019-10-22,245.899994,251.000000,245.050003,248.850006,245.248917,2284576
2019-10-23,250.000000,251.949997,249.100006,251.000000,247.367798,462274
2019-10-24,252.800003,253.949997,248.050003,248.949997,245.347458,608556
2019-10-25,255.699997,257.350006,247.050003,247.850006,244.263382,1381317
2019-10-27,250.699997,251.100006,249.500000,250.500000,246.875031,223197
2019-10-29,251.000000,255.000000,249.649994,253.250000,249.585236,517813
2019-10-30,255.000000,263.950012,254.449997,259.399994,255.646240,1070348
2019-10-31,260.000000,262.750000,256.399994,257.549988,253.822998,537623
2019-11-01,259.299988,262.899994,259.000000,261.299988,257.518738,427858
2019-11-04,263.000000,264.950012,259.850006,260.399994,256.631775,504663
2019-11-05,261.799988,263.850006,258.600006,262.899994,259.095581,586976
2019-11-06,263.549988,263.799988,259.950012,261.250000,257.469482,494101
2019-11-07,263.500000,266.200012,261.899994,265.899994,262.052185,460301
2019-11-08,265.000000,265.350006,260.000000,260.450012,256.681061,401160
2019-11-11,261.000000,262.350006,258.799988,259.350006,255.596970,385579
2019-11-13,259.799988,259.799988,253.250000,253.949997,250.275101,416639
2019-11-14,255.000000,255.949997,253.250000,253.949997,250.275101,336734
2019-11-15,254.600006,255.800003,250.149994,250.649994,247.022858,399237
2019-11-18,251.000000,252.199997,248.750000,250.750000,247.121414,359965
2019-11-19,251.050003,251.750000,248.850006,249.350006,245.741684,263823
2019-11-20,250.850006,251.449997,246.800003,250.600006,246.973587,308875
2019-11-21,251.500000,251.500000,245.100006,245.699997,242.144485,484898
2019-11-22,247.600006,252.649994,246.649994,247.649994,244.066269,571193
2019-11-25,249.899994,249.899994,246.350006,247.800003,244.214111,270669
2019-11-26,248.800003,250.350006,247.600006,249.100006,245.495300,343925
2019-11-27,250.000000,250.000000,246.550003,246.949997,243.376404,419559
2019-11-28,248.000000,248.000000,245.750000,246.600006,243.031479,306587
2019-11-29,247.399994,247.449997,245.050003,246.350006,242.785095,300951
2019-12-02,246.250000,246.800003,244.600006,244.949997,241.405334,347309
2019-12-03,245.350006,245.750000,242.649994,244.100006,240.567657,283528
2019-12-04,244.500000,244.500000,242.199997,243.149994,239.631393,278148
2019-12-05,243.949997,247.399994,243.149994,246.899994,243.327118,469272
2019-12-06,247.149994,247.149994,242.600006,243.300003,239.779221,263656
2019-12-09,243.300003,243.300003,240.850006,241.350006,237.857452,294791
2019-12-10,242.350006,242.350006,235.000000,235.399994,231.993530,507446
2019-12-11,236.000000,238.750000,235.600006,237.649994,234.210983,1449596
2019-12-12,238.550003,240.050003,237.699997,238.649994,235.196503,257061
2019-12-13,240.000000,242.449997,239.300003,241.649994,238.153091,268926
2019-12-16,243.699997,243.699997,236.600006,236.899994,233.471832,1370624
2019-12-17,238.000000,241.649994,237.149994,241.100006,237.611069,526427
2019-12-18,242.000000,247.199997,239.899994,245.199997,241.651718,439245
2019-12-19,245.899994,247.899994,243.350006,244.350006,240.814026,287285
2019-12-20,244.500000,245.000000,240.149994,241.250000,237.758881,375961
2019-12-23,243.000000,243.000000,238.699997,238.949997,235.492172,298971
2019-12-24,239.699997,240.199997,238.199997,238.699997,235.245789,210102
2019-12-26,239.449997,239.500000,236.399994,236.800003,233.373291,242592
2019-12-27,237.000000,238.399994,236.649994,236.949997,233.521103,204533
2019-12-30,237.600006,241.000000,237.399994,238.149994,234.703735,307691
2019-12-31,239.000000,239.000000,237.500000,237.649994,234.210983,166737
2020-01-01,238.899994,238.899994,237.199997,238.149994,234.703735,125205
2020-01-02,238.750000,240.600006,238.350006,239.800003,236.329880,192171
2020-01-03,240.699997,240.699997,237.899994,238.449997,234.999405,216996
2020-01-06,238.449997,238.449997,235.000000,235.100006,231.697891,260845
2020-01-07,236.600006,237.899994,234.699997,235.300003,231.894989,186355
2020-01-08,234.800003,235.800003,233.850006,234.199997,230.810898,191885
2020-01-09,236.000000,236.600006,235.050003,235.800003,232.387756,358421
2020-01-10,237.000000,238.800003,236.899994,238.000000,234.555923,259573
2020-01-13,238.949997,240.500000,238.250000,239.149994,235.689270,260804
2020-01-14,240.000000,243.699997,238.350006,243.300003,239.779221,870308
2020-01-15,243.500000,243.500000,241.100006,242.399994,238.892242,175383
2020-01-16,243.300003,243.800003,240.399994,240.750000,237.266129,190776
2020-01-17,241.500000,242.100006,239.399994,239.850006,236.379150,244164
2020-01-20,241.000000,243.250000,240.250000,241.899994,238.399475,272753
2020-01-21,241.899994,241.899994,237.949997,238.300003,234.851578,927237
2020-01-22,239.949997,239.949997,237.050003,237.949997,234.506638,231739
2020-01-23,238.000000,238.800003,237.000000,237.899994,234.457352,238087
2020-01-24,237.899994,239.100006,237.050003,238.100006,234.654480,271202
2020-01-27,237.649994,237.649994,234.199997,234.649994,231.254395,318465
2020-01-28,234.649994,235.850006,230.500000,230.750000,227.410828,490403
2020-01-29,231.199997,237.600006,231.199997,236.850006,233.422562,548653
2020-01-30,238.399994,238.399994,233.000000,233.850006,230.465973,213699
2020-01-31,236.149994,238.350006,234.100006,235.250000,231.845718,418235
2020-02-03,215.699997,215.949997,205.000000,207.699997,204.694382,2806638
2020-02-04,211.449997,217.600006,209.250000,215.699997,212.578613,1314665
2020-02-05,216.500000,217.500000,211.500000,216.550003,213.416321,781563
2020-02-06,217.050003,219.800003,211.850006,213.500000,210.410461,975338
2020-02-07,214.699997,215.550003,212.800003,213.500000,210.410461,368987
2020-02-10,213.550003,214.199997,210.199997,210.699997,207.650970,510148
2020-02-11,217.000000,217.000000,211.850006,212.699997,209.622025,833023
2020-02-12,213.649994,214.800003,211.850006,213.000000,209.917694,359708
2020-02-13,213.800003,213.800003,211.350006,211.949997,208.882889,246601
2020-02-14,212.800003,212.899994,206.850006,207.750000,204.743668,572912
2020-02-17,208.800003,208.800003,204.199997,204.750000,201.787079,485376
2020-02-18,204.949997,204.949997,200.300003,203.899994,200.949371,423637
2020-02-19,204.350006,207.199997,203.899994,206.699997,203.708862,345066
2020-02-20,207.000000,208.600006,205.500000,207.399994,204.398727,266563
2020-02-24,207.500000,207.850006,201.750000,203.000000,200.062393,608147
2020-02-25,203.100006,205.399994,201.449997,201.750000,198.830490,851925
2020-02-26,200.899994,201.850006,196.350006,198.550003,195.676804,537200
2020-02-27,199.000000,199.300003,195.949997,197.500000,194.641983,537109
2020-02-28,195.000000,199.750000,190.600006,197.600006,194.740555,1388715
2020-03-02,199.050003,203.350006,193.800003,195.550003,192.720215,656410
2020-03-03,196.300003,197.449997,192.699997,193.850006,191.044815,772957
2020-03-04,195.250000,195.250000,186.600006,187.449997,184.737427,1066231
2020-03-05,187.949997,191.149994,186.600006,187.949997,185.230179,520777
2020-03-06,185.649994,185.649994,179.750000,181.800003,179.169189,1338833
2020-03-09,179.300003,179.300003,174.550003,177.199997,174.635742,791139
2020-03-11,174.300003,176.699997,172.350006,175.699997,173.157455,1789199
2020-03-12,170.000000,170.000000,150.399994,156.250000,153.988922,2497345
2020-03-13,150.000000,164.000000,134.949997,162.250000,159.902084,2308081
2020-03-16,159.000000,159.000000,145.250000,147.199997,145.069870,1229008
2020-03-17,147.350006,155.800003,140.000000,149.199997,147.040939,2053604
2020-03-18,153.600006,154.600006,147.500000,150.649994,148.469940,884047
2020-03-19,151.000000,163.500000,144.800003,161.949997,159.606430,2717547
2020-03-20,164.000000,176.550003,164.000000,175.550003,173.009628,2473883
2020-03-23,164.899994,164.899994,149.250000,154.399994,152.165680,1932537
2020-03-24,160.000000,163.149994,147.500000,149.449997,147.287323,2023455
2020-03-25,150.000000,151.899994,139.000000,147.350006,145.217712,1686218
2020-03-26,150.000000,162.050003,143.300003,157.199997,154.925171,1871263
2020-03-27,160.100006,166.000000,154.949997,162.899994,160.542679,1619672
2020-03-30,159.000000,164.949997,156.050003,159.500000,157.191879,1007322
2020-03-31,163.399994,173.699997,161.500000,172.000000,169.511002,1455856
2020-04-01,172.399994,172.800003,164.550003,166.350006,163.942764,848837
2020-04-03,168.199997,182.649994,167.300003,177.800003,175.227066,1952021
2020-04-07,184.000000,185.649994,173.600006,181.500000,178.873520,2009993
2020-04-08,181.399994,184.000000,176.800003,178.600006,176.015503,1445611
2020-04-09,184.399994,186.250000,180.449997,185.350006,182.667816,1245599
2020-04-13,185.350006,186.550003,181.000000,181.649994,179.021347,664395
2020-04-15,184.800003,193.649994,183.100006,189.449997,186.708481,1539827
2020-04-16,189.750000,191.199997,185.500000,186.500000,183.801178,1093031
2020-04-17,190.500000,191.449997,186.899994,188.100006,185.378021,1344318
2020-04-20,190.899994,190.899994,179.600006,180.750000,178.134384,1330184
2020-04-21,179.000000,184.199997,176.050003,179.649994,177.050293,671347
2020-04-22,179.449997,183.500000,176.199997,182.350006,179.711227,917472
2020-04-23,184.399994,184.399994,180.000000,180.750000,178.134384,1732881
2020-04-24,181.699997,182.750000,179.399994,180.000000,177.395233,307133
2020-04-27,180.000000,182.300003,179.250000,179.800003,177.198135,495128
2020-04-28,180.000000,180.800003,178.100006,179.649994,177.050293,280678
2020-04-29,181.000000,183.000000,179.750000,182.100006,179.464844,356741
2020-04-30,185.000000,185.000000,180.500000,182.149994,179.514114,623844
2020-05-04,182.149994,182.149994,170.750000,174.050003,171.531342,1934840
2020-05-05,175.199997,177.399994,173.250000,173.899994,171.383499,395357
2020-05-06,171.699997,171.699997,160.600006,163.800003,161.429657,2397288
2020-05-07,165.800003,165.850006,160.600006,161.050003,158.719452,753953
2020-05-08,163.000000,164.000000,157.100006,158.300003,156.009247,770389
2020-05-11,160.300003,163.500000,158.100006,158.449997,156.157074,600808
2020-05-12,158.800003,166.000000,157.550003,165.000000,162.612289,815398
2020-05-13,173.000000,173.300003,164.550003,165.399994,163.006500,672513
2020-05-14,165.399994,168.199997,162.050003,163.949997,161.577484,1093710
2020-05-15,162.199997,165.449997,161.300003,164.600006,162.218094,475955
2020-05-18,166.399994,167.199997,163.149994,164.550003,162.168808,742763
2020-05-19,166.000000,171.550003,165.199997,170.699997,168.229813,695883
2020-05-20,170.800003,176.949997,170.800003,175.750000,173.206726,1001276
2020-05-21,176.000000,190.600006,172.699997,188.899994,186.166428,1970882
2020-05-22,188.000000,191.800003,184.750000,186.350006,183.653351,1244340
2020-05-26,190.199997,194.949997,188.000000,191.500000,188.728821,1667390
2020-05-27,192.149994,193.899994,186.850006,192.149994,189.369400,847999
2020-05-28,192.649994,193.000000,189.100006,190.550003,187.792572,632971
2020-05-29,190.800003,198.000000,189.300003,197.449997,194.592712,1314698
2020-06-01,200.000000,205.250000,199.550003,200.600006,197.697144,1177469
2020-06-02,201.800003,201.800003,196.750000,197.199997,194.346329,973789
2020-06-03,200.000000,200.850006,195.300003,196.850006,194.001404,681985
2020-06-04,197.899994,202.600006,195.000000,200.100006,197.204376,841987
2020-06-05,200.699997,202.100006,198.750000,199.949997,197.056534,605910
2020-06-08,202.399994,203.649994,197.149994,197.750000,194.888367,744734
2020-06-09,198.949997,206.100006,197.699997,198.600006,195.726074,1341970
2020-06-10,199.199997,203.199997,198.350006,199.250000,196.366669,1024793
2020-06-11,200.000000,201.250000,193.600006,194.600006,191.783966,855456
2020-06-12,189.600006,195.250000,188.050003,194.000000,191.192642,980250
2020-06-15,194.050003,194.050003,186.399994,187.199997,184.491043,778118
2020-06-16,190.100006,191.000000,181.899994,184.949997,182.273590,1398189
2020-06-17,183.100006,185.050003,180.699997,181.300003,178.676422,950373
2020-06-18,181.550003,187.449997,180.750000,186.649994,183.948990,1673493
2020-06-19,null,null,null,null,null,null
2020-06-22,185.800003,187.399994,183.199997,185.050003,182.372162,1797697
2020-06-23,184.949997,187.449997,184.800003,185.899994,183.209854,1673135
2020-06-24,187.600006,194.649994,186.199997,191.800003,189.024475,3687943
2020-06-25,191.850006,203.500000,191.850006,202.250000,199.323257,2764627
2020-06-26,205.500000,209.250000,193.300003,195.100006,192.276733,5776272
2020-06-29,203.100006,203.100006,196.250000,197.199997,194.346329,2641793
2020-06-30,201.000000,201.000000,194.000000,194.600006,191.783966,1763570
2020-07-01,195.000000,203.800003,194.850006,202.699997,199.766739,1762903
2020-07-02,204.300003,206.750000,202.649994,206.000000,203.018982,1427773
2020-07-03,null,null,null,null,null,null
2020-07-06,200.800003,201.949997,199.000000,199.750000,196.859436,1277507
2020-07-07,200.300003,200.550003,194.000000,194.300003,191.488297,1325300
2020-07-08,194.800003,197.899994,194.399994,196.250000,193.410080,1917110
2020-07-09,196.600006,197.750000,194.199997,195.449997,192.621658,532716
2020-07-10,195.699997,196.500000,194.000000,194.300003,191.488297,516730
2020-07-13,196.000000,198.750000,195.350006,197.449997,194.592712,712422
2020-07-14,198.000000,199.500000,192.800003,196.000000,193.163696,630556
2020-07-15,196.500000,199.899994,194.500000,198.500000,195.627518,2675020
2020-07-16,199.000000,199.000000,192.000000,193.850006,191.044815,801285
2020-07-17,193.750000,195.500000,193.000000,194.000000,191.192642,423650
2020-07-20,195.949997,195.949997,192.399994,192.750000,189.960724,543194
2020-07-21,192.600006,194.149994,191.550003,192.250000,189.467957,1657964
2020-07-22,192.750000,197.850006,192.600006,196.550003,193.705734,1039331
2020-07-23,198.000000,201.449997,196.750000,200.649994,197.746399,2889601
2020-07-24,200.649994,201.649994,197.350006,199.699997,196.810150,936745
2020-07-27,199.699997,200.500000,195.100006,196.250000,193.410080,1890414
2020-07-28,196.500000,198.600006,195.149994,195.449997,192.621658,654233
2020-07-29,193.899994,198.100006,193.600006,196.800003,193.952118,1064291
2020-07-30,198.100006,198.149994,192.500000,193.350006,190.552048,775040
2020-07-31,194.000000,196.949997,193.500000,194.100006,191.291199,443089
2020-08-03,195.000000,195.000000,191.899994,192.699997,189.911453,478607
2020-08-04,192.899994,195.800003,192.649994,193.600006,190.798431,1180713
2020-08-05,194.800003,194.800003,191.750000,192.750000,189.960724,472124
2020-08-06,193.250000,195.600006,193.250000,195.350006,192.523102,550241
2020-08-07,195.350006,197.000000,194.149994,196.050003,193.212982,668131
2020-08-10,196.149994,199.600006,195.750000,198.899994,196.021729,1520307
2020-08-11,200.000000,207.600006,199.949997,203.649994,200.702988,4510167
2020-08-12,202.800003,204.850006,200.350006,204.149994,201.195755,1475091
2020-08-13,204.250000,204.250000,197.449997,201.500000,198.584106,815886
2020-08-14,201.500000,203.250000,195.600006,196.500000,193.656464,1725643
2020-08-17,197.500000,199.449997,196.899994,198.649994,195.775345,777984
2020-08-18,198.800003,199.550003,197.300003,198.600006,195.726074,373324
2020-08-19,198.750000,201.600006,198.149994,198.449997,195.578247,1008027
2020-08-20,197.500000,197.500000,194.649994,195.850006,193.015869,540095
2020-08-21,198.850006,199.000000,196.350006,196.899994,194.050674,1259484
2020-08-24,197.000000,198.899994,196.399994,196.649994,193.804291,854654
2020-08-25,197.000000,198.250000,195.050003,195.550003,192.720215,570292
2020-08-26,196.050003,196.399994,193.699997,194.949997,192.128891,1200270
2020-08-27,198.000000,198.949997,194.000000,194.199997,191.389740,1116918
2020-08-28,194.800003,196.250000,194.100006,195.550003,192.720215,672384
2020-08-31,198.500000,198.699997,190.300003,191.250000,188.482437,3823965
2020-09-01,191.000000,192.300003,188.399994,190.300003,187.546188,1873821
2020-09-02,191.800003,192.899994,189.800003,191.449997,188.679535,1045714
2020-09-03,192.000000,193.199997,189.949997,191.649994,188.876633,903276
2020-09-04,189.600006,190.000000,185.750000,186.649994,183.948990,2826218
2020-09-07,187.500000,190.350006,180.850006,189.300003,186.560654,1108079
2020-09-08,189.699997,190.500000,184.550003,188.149994,185.427292,1399108
2020-09-09,186.000000,186.250000,182.399994,183.949997,181.288071,801106
2020-09-10,184.199997,185.649994,183.250000,184.949997,182.273590,1287289
2020-09-11,185.000000,186.449997,182.850006,183.899994,181.238785,1030815
2020-09-14,185.800003,185.850006,183.000000,183.350006,180.696762,747342
2020-09-15,184.000000,184.000000,180.850006,181.800003,179.169189,773606
2020-09-16,181.949997,183.500000,180.000000,180.649994,178.035812,998882
2020-09-17,180.800003,181.600006,177.850006,178.550003,175.966217,1491019
2020-09-18,180.800003,180.800003,177.000000,179.199997,176.606812,1216036
2020-09-21,180.199997,180.399994,175.000000,175.699997,173.157455,2057685
2020-09-22,175.699997,176.250000,173.800003,174.149994,171.629883,600712
2020-09-23,175.000000,177.500000,171.750000,172.550003,170.053040,1021829
2020-09-24,171.600006,171.600006,166.149994,166.600006,164.189148,2658267
2020-09-25,169.000000,171.300003,167.100006,170.800003,168.328369,1798578
2020-09-28,171.199997,174.800003,170.500000,173.350006,170.841476,1231828
2020-09-29,174.800003,174.800003,169.000000,169.350006,166.899353,1265530
2020-09-30,170.800003,172.050003,168.800003,171.750000,169.264618,1824111
2020-10-01,174.100006,174.399994,170.149994,170.850006,168.377640,1418103
2020-10-05,171.699997,172.850006,168.800003,169.300003,166.850067,1303543
2020-10-06,169.500000,171.550003,168.199997,169.949997,167.490662,1297748
2020-10-07,170.000000,170.899994,169.050003,169.500000,167.047180,891106
2020-10-08,170.250000,170.399994,167.000000,167.199997,164.780457,1270186
2020-10-09,167.500000,168.949997,166.399994,167.850006,165.421066,1273927
2020-10-12,169.949997,175.199997,169.949997,172.199997,169.708099,3754774
2020-10-13,172.850006,174.800003,169.550003,170.199997,167.737045,2055419
2020-10-14,170.149994,170.850006,167.100006,167.850006,165.421066,1534134
2020-10-15,167.899994,168.000000,164.500000,165.050003,162.661575,3298083
2020-10-16,165.100006,166.750000,163.800003,165.750000,163.351440,1285221
2020-10-19,166.949997,168.949997,166.199997,168.300003,165.864548,1191020
2020-10-20,168.699997,168.699997,166.750000,167.500000,165.076111,744293
2020-10-21,168.300003,168.800003,166.600006,167.649994,165.223938,936421
2020-10-22,167.649994,169.000000,166.899994,168.550003,166.110931,858531
2020-10-23,168.949997,170.949997,167.750000,170.699997,168.229813,1336565
2020-10-26,171.000000,171.500000,168.300003,168.550003,166.110931,478090
2020-10-27,168.350006,169.250000,166.800003,167.199997,164.780457,1212248
2020-10-28,168.250000,168.250000,165.050003,165.550003,163.154343,2167706
2020-10-29,164.100006,166.000000,163.399994,163.850006,161.478943,1205060
